"ID","nc","Hugo_Symbol","MSK-IMPACT 50k 2026","TCGA GDC 2025"
"426212","[1, 5] mismatches","MEN1",0.002,NA
"426569","[1, 5] mismatches","MED12",0.002,NA
"427022","> 5 mismatches | Indels","BRCA1",0.002,NA
"428003","[1, 5] mismatches","MEN1",0.002,NA
"428011","[1, 5] mismatches","MEN1",0.002,NA
"428050","[1, 5] mismatches","MEN1",0.002,NA
"428077","[1, 5] mismatches","MEN1",0.002,NA
"428083","[1, 5] mismatches","MEN1",0.002,NA
"428157","[1, 5] mismatches","APC",0.002,NA
"428181","[1, 5] mismatches","APC",0.002,NA
"428646","[1, 5] mismatches","FLCN",0.002,NA
"428673","[1, 5] mismatches","RB1",0.002,NA
"428739","[1, 5] mismatches","RB1",0.002,NA
"428767","[1, 5] mismatches","STK11",0.002,NA
"428892","[1, 5] mismatches","TP53",0.002,NA
"428979","[1, 5] mismatches","NF1",0.002,NA
"428997","[1, 5] mismatches","NF1",0.002,NA
"429015","[1, 5] mismatches","NF1",0.002,NA
"430497","[1, 5] mismatches","NF1",0.002,NA
"430643","> 5 mismatches | Indels","EED",0.002,NA
"431133","[1, 5] mismatches","ANKRD11",0.002,NA
"431572","[1, 5] mismatches","NF1",0.002,NA
"431911","[1, 5] mismatches","PIK3R2",0.002,NA
"431922","[1, 5] mismatches","DNMT3B",0.002,NA
"432998","[1, 5] mismatches","RET",0.002,NA
"433670","[1, 5] mismatches","APC",0.002,NA
"433703","[1, 5] mismatches","BRCA1",0.002,NA
"433893","[1, 5] mismatches","MSH2",0.002,NA
"435490","[1, 5] mismatches","IDH2",0.002,NA
"436590","[1, 5] mismatches","RTEL1",0.002,NA
"438304","[1, 5] mismatches","SMARCB1",0.002,NA
"438754","[1, 5] mismatches","BRCA2",0.002,NA
"438980","[1, 5] mismatches","BRCA2",0.002,NA
"440001","[1, 5] mismatches","NF1",0.002,NA
"440157","[1, 5] mismatches","PLCG2",0.002,NA
"444657","[1, 5] mismatches","MSH3",0.002,NA
"445522","[1, 5] mismatches","PLCG2",0.002,NA
"4469","[1, 5] mismatches","DICER1",0.002,NA
"447489","[1, 5] mismatches","HNF1A",0.002,NA
"447775","[1, 5] mismatches","NOTCH3",0.002,NA
"447851","[1, 5] mismatches","NOTCH3",0.002,NA
"447858","[1, 5] mismatches","NOTCH3",0.002,NA
"447870","[1, 5] mismatches","NOTCH3",0.002,NA
"448738","[1, 5] mismatches","TSC2",0.002,NA
"449341","> 5 mismatches | Indels","CDH1",0.002,NA
"449388","[1, 5] mismatches","FH",0.002,NA
"449430","[1, 5] mismatches","NF1",0.002,NA
"450249","[1, 5] mismatches","FANCA",0.002,NA
"451469","[1, 5] mismatches","MED12",0.002,NA
"451592","[1, 5] mismatches","NOTCH3",0.002,NA
"451722","[1, 5] mismatches","LZTR1",0.002,NA
"452578","> 5 mismatches | Indels","DNMT3B",0.002,NA
"452991","[1, 5] mismatches","NOTCH1",0.002,NA
"453359","> 5 mismatches | Indels","ATM",0.002,NA
"453414","[1, 5] mismatches","ATM",0.002,NA
"453450","> 5 mismatches | Indels","ATM",0.002,NA
"45373","[1, 5] mismatches","SOS1",0.002,NA
"453750","[1, 5] mismatches","ATM",0.002,NA
"453873","[1, 5] mismatches","PTCH1",0.002,NA
"453875","[1, 5] mismatches","PTCH1",0.002,NA
"454105","[1, 5] mismatches","BLM",0.002,NA
"454126","[1, 5] mismatches","BLM",0.002,NA
"454219","> 5 mismatches | Indels","MET",0.002,NA
"455742","> 5 mismatches | Indels","PMS2",0.002,NA
"456074","> 5 mismatches | Indels","FANCA",0.002,NA
"456093","[1, 5] mismatches","FANCA",0.002,NA
"457283","[1, 5] mismatches","MEN1",0.002,NA
"457743","[1, 5] mismatches","NF1",0.002,NA
"457903","[1, 5] mismatches","NF2",0.002,NA
"458113","[1, 5] mismatches","RB1",0.002,NA
"458153","[1, 5] mismatches","RB1",0.002,NA
"458364","[1, 5] mismatches","AR",0.002,NA
"458532","[1, 5] mismatches","TP53",0.002,NA
"458533","[1, 5] mismatches","TP53",0.002,NA
"458919","[1, 5] mismatches","KIT",0.002,NA
"458990","[1, 5] mismatches","PDGFRA",0.002,NA
"459045","> 5 mismatches | Indels","PDGFRA",0.002,NA
"459056","[1, 5] mismatches","PDGFRA",0.002,NA
"459337","[1, 5] mismatches","RECQL4",0.002,NA
"459364","[1, 5] mismatches","RECQL4",0.002,NA
"459365","[1, 5] mismatches","RECQL4",0.002,NA
"459374","[1, 5] mismatches","RECQL4",0.002,NA
"459395","> 5 mismatches | Indels","RECQL4",0.002,NA
"459403","> 5 mismatches | Indels","RECQL4",0.002,NA
"459451","[1, 5] mismatches","RECQL4",0.002,NA
"459485","[1, 5] mismatches","RECQL4",0.002,NA
"459512","[1, 5] mismatches","RECQL4",0.002,NA
"459517","[1, 5] mismatches","RECQL4",0.002,NA
"459522","[1, 5] mismatches","RECQL4",0.002,NA
"459526","[1, 5] mismatches","RECQL4",0.002,NA
"461119","[1, 5] mismatches","BRIP1",0.002,NA
"461147","[1, 5] mismatches","BRIP1",0.002,NA
"461154","[1, 5] mismatches","BRIP1",0.002,NA
"461480","[1, 5] mismatches","DNMT3B",0.002,NA
"461483","[1, 5] mismatches","DNMT3B",0.002,NA
"462337","[1, 5] mismatches","BRCA2",0.002,NA
"462585","[1, 5] mismatches","BRCA1",0.002,NA
"462587","[1, 5] mismatches","BRCA1",0.002,NA
"462640","[1, 5] mismatches","BRCA1",0.002,NA
"463737","[1, 5] mismatches","CDH1",0.002,NA
"463740","[1, 5] mismatches","CDH1",0.002,NA
"463781","[1, 5] mismatches","CDH1",0.002,NA
"463824","[1, 5] mismatches","SDHAF2",0.002,NA
"464516","[1, 5] mismatches","AXIN2",0.002,NA
"464542","[1, 5] mismatches","AXIN2",0.002,NA
"464732","[1, 5] mismatches","MUTYH",0.002,NA
"465976","> 5 mismatches | Indels","SDHC",0.002,NA
"466161","> 5 mismatches | Indels","TSC1",0.002,NA
"466369","[1, 5] mismatches","TAP2",0.002,NA
"468801","[1, 5] mismatches","SPRED1",0.002,NA
"468802","[1, 5] mismatches","SPRED1",0.002,NA
"469024","[1, 5] mismatches","CDKN1B",0.002,NA
"469708","[1, 5] mismatches","APC",0.002,NA
"469990","[1, 5] mismatches","APC",0.002,NA
"470013","[1, 5] mismatches","APC",0.002,NA
"470755","[1, 5] mismatches","ALK",0.002,NA
"470763","[1, 5] mismatches","ALK",0.002,NA
"470797","[1, 5] mismatches","ALK",0.002,NA
"470798","[1, 5] mismatches","ALK",0.002,NA
"470825","[1, 5] mismatches","ALK",0.002,NA
"470874","[1, 5] mismatches","ALK",0.002,NA
"472388","[1, 5] mismatches","SDHA",0.002,NA
"472397","[1, 5] mismatches","SDHA",0.002,NA
"472405","[1, 5] mismatches","SDHA",0.002,NA
"473826","[1, 5] mismatches","POLE",0.002,NA
"473918","[1, 5] mismatches","RTEL1",0.002,NA
"475509","[1, 5] mismatches","SETD2",0.002,NA
"477323","[1, 5] mismatches","RET",0.002,NA
"477381","> 5 mismatches | Indels","RET",0.002,NA
"477574","[1, 5] mismatches","SMAD3",0.002,NA
"477875","[1, 5] mismatches","NOTCH1",0.002,NA
"477877","[1, 5] mismatches","NOTCH1",0.002,NA
"477895","[1, 5] mismatches","NOTCH1",0.002,NA
"477903","[1, 5] mismatches","NOTCH1",0.002,NA
"479003","[1, 5] mismatches","ATM",0.002,NA
"479215","[1, 5] mismatches","BRCA1",0.002,NA
"479272","[1, 5] mismatches","BRCA1",0.002,NA
"479533","[1, 5] mismatches","CDH1",0.002,NA
"480766","[1, 5] mismatches","TP53",0.002,NA
"480767","[1, 5] mismatches","TP53",0.002,NA
"480987","[1, 5] mismatches","BRCA1",0.002,NA
"481287","[1, 5] mismatches","ATM",0.002,NA
"481362","[1, 5] mismatches","BARD1",0.002,NA
"481378","[1, 5] mismatches","BARD1",0.002,NA
"481382","[1, 5] mismatches","BARD1",0.002,NA
"481453","[1, 5] mismatches","BRCA1",0.002,NA
"481656","[1, 5] mismatches","BRIP1",0.002,NA
"481765","[1, 5] mismatches","MRE11A",0.002,NA
"482277","[1, 5] mismatches","APC",0.002,NA
"482316","[1, 5] mismatches","APC",0.002,NA
"482341","[1, 5] mismatches","APC",0.002,NA
"482374","[1, 5] mismatches","APC",0.002,NA
"482403","[1, 5] mismatches","APC",0.002,NA
"482434","[1, 5] mismatches","APC",0.002,NA
"482442","[1, 5] mismatches","APC",0.002,NA
"482523","[1, 5] mismatches","APC",0.002,NA
"482670","> 5 mismatches | Indels","ATM",0.002,NA
"482745","> 5 mismatches | Indels","ATM",0.002,NA
"482932","[1, 5] mismatches","BRCA1",0.002,NA
"482975","[1, 5] mismatches","BRCA2",0.002,NA
"483059","[1, 5] mismatches","BRCA2",0.002,NA
"483144","> 5 mismatches | Indels","BRIP1",0.002,NA
"483195","> 5 mismatches | Indels","BRIP1",0.002,NA
"483291","[1, 5] mismatches","CDK4",0.002,NA
"483314","[1, 5] mismatches","CDK4",0.002,NA
"483376","[1, 5] mismatches","CHEK2",0.002,NA
"483570","[1, 5] mismatches","MLH1",0.002,NA
"483665","> 5 mismatches | Indels","MSH2",0.002,NA
"484002","[1, 5] mismatches","NF1",0.002,NA
"484119","[1, 5] mismatches","NF1",0.002,NA
"484140","[1, 5] mismatches","NF1",0.002,NA
"484551","[1, 5] mismatches","POLE",0.002,NA
"484994","> 5 mismatches | Indels","STK11",0.002,NA
"485012","[1, 5] mismatches","STK11",0.002,NA
"485023","[1, 5] mismatches","TP53",0.002,NA
"485040","> 5 mismatches | Indels","TP53",0.002,NA
"485324","[1, 5] mismatches","BARD1",0.002,NA
"485342","[1, 5] mismatches","BLM",0.002,NA
"485400","[1, 5] mismatches","BRCA1",0.002,NA
"485504","[1, 5] mismatches","CDKN1B",0.002,NA
"485589","[1, 5] mismatches","FLCN",0.002,NA
"485721","[1, 5] mismatches","MEN1",0.002,NA
"485936","[1, 5] mismatches","NF1",0.002,NA
"485984","[1, 5] mismatches","NF2",0.002,NA
"486314","[1, 5] mismatches","RET",0.002,NA
"486342","[1, 5] mismatches","RET",0.002,NA
"486421","[1, 5] mismatches","SDHB",0.002,NA
"486526","[1, 5] mismatches","SUFU",0.002,NA
"486688","[1, 5] mismatches","TSC2",0.002,NA
"486737","[1, 5] mismatches","APC",0.002,NA
"486918","[1, 5] mismatches","MUTYH",0.002,NA
"489415","[1, 5] mismatches","APC",0.002,NA
"489469","[1, 5] mismatches","APC",0.002,NA
"489471","[1, 5] mismatches","APC",0.002,NA
"489725","[1, 5] mismatches","BRCA1",0.002,NA
"489805","> 5 mismatches | Indels","BRIP1",0.002,NA
"48991","> 5 mismatches | Indels","TSC1",0.002,NA
"48995","> 5 mismatches | Indels","TSC1",0.002,NA
"489954","> 5 mismatches | Indels","MSH2",0.002,NA
"490321","[1, 5] mismatches","APC",0.002,NA
"490323","[1, 5] mismatches","APC",0.002,NA
"490667","> 5 mismatches | Indels","ATM",0.002,NA
"490676","> 5 mismatches | Indels","ATM",0.002,NA
"490677","> 5 mismatches | Indels","ATM",0.002,NA
"491082","[1, 5] mismatches","BRCA1",0.002,NA
"49130","> 5 mismatches | Indels","TSC1",0.002,NA
"491400","> 5 mismatches | Indels","BRIP1",0.002,NA
"49165","> 5 mismatches | Indels","TSC2",0.002,NA
"492258","[1, 5] mismatches","PMS2",0.002,NA
"492532","> 5 mismatches | Indels","STK11",0.002,NA
"492668","[1, 5] mismatches","APC",0.002,NA
"49322","[1, 5] mismatches","TSC2",0.002,NA
"49351","[1, 5] mismatches","TSC2",0.002,NA
"49362","[1, 5] mismatches","TSC2",0.002,NA
"49370","[1, 5] mismatches","TSC2",0.002,NA
"49377","[1, 5] mismatches","TSC2",0.002,NA
"49427","[1, 5] mismatches","TSC2",0.002,NA
"49456","[1, 5] mismatches","TSC2",0.002,NA
"49507","[1, 5] mismatches","TSC2",0.002,NA
"495368","[1, 5] mismatches","APC",0.002,NA
"495429","[1, 5] mismatches","BRCA2",0.002,NA
"495773","> 5 mismatches | Indels","MSH2",0.002,NA
"49629","[1, 5] mismatches","TSC2",0.002,NA
"496369","[1, 5] mismatches","BRCA1",0.002,NA
"49707","[1, 5] mismatches","TSC2",0.002,NA
"497696","[1, 5] mismatches","FOXP1",0.002,NA
"49819","[1, 5] mismatches","TSC2",0.002,NA
"49834","[1, 5] mismatches","TSC2",0.002,NA
"498553","[1, 5] mismatches","FANCA",0.002,NA
"49867","[1, 5] mismatches","TSC2",0.002,NA
"49930","[1, 5] mismatches","TSC2",0.002,NA
"49961","[1, 5] mismatches","TSC2",0.002,NA
"502012","[1, 5] mismatches","SMAD3",0.002,NA
"503700","> 5 mismatches | Indels","NF1",0.002,NA
"508833","> 5 mismatches | Indels","AR",0.002,NA
"515575","[1, 5] mismatches","NOTCH1",0.002,NA
"51655","[1, 5] mismatches","BRCA2",0.002,NA
"51660","[1, 5] mismatches","BRCA2",0.002,NA
"51676","[1, 5] mismatches","BRCA2",0.002,NA
"51691","[1, 5] mismatches","BRCA2",0.002,NA
"520086","[1, 5] mismatches","NOTCH1",0.002,NA
"520183","[1, 5] mismatches","SMAD3",0.002,NA
"520559","[1, 5] mismatches","AXIN2",0.002,NA
"52096","[1, 5] mismatches","BRCA2",0.002,NA
"520981","[1, 5] mismatches","PTCH1",0.002,NA
"52108","[1, 5] mismatches","BRCA2",0.002,NA
"52113","[1, 5] mismatches","BRCA2",0.002,NA
"52125","[1, 5] mismatches","BRCA2",0.002,NA
"521365","[1, 5] mismatches","MED12",0.002,NA
"521456","[1, 5] mismatches","RECQL4",0.002,NA
"521889","[1, 5] mismatches","DNMT3A",0.002,NA
"524233","> 5 mismatches | Indels","ATM",0.002,NA
"524248","> 5 mismatches | Indels","ATM",0.002,NA
"524781","[1, 5] mismatches","BLM",0.002,NA
"524814","[1, 5] mismatches","BLM",0.002,NA
"526387","[1, 5] mismatches","FANCA",0.002,NA
"527263","[1, 5] mismatches","MEN1",0.002,NA
"527374","[1, 5] mismatches","RAD50",0.002,NA
"527577","[1, 5] mismatches","NF1",0.002,NA
"527792","[1, 5] mismatches","RRAS",0.002,NA
"527793","[1, 5] mismatches","RRAS",0.002,NA
"527836","[1, 5] mismatches","STK11",0.002,NA
"527916","[1, 5] mismatches","RB1",0.002,NA
"527935","[1, 5] mismatches","RB1",0.002,NA
"528236","[1, 5] mismatches","TP53",0.002,NA
"528258","[1, 5] mismatches","TP53",0.002,NA
"528270","[1, 5] mismatches","TP53",0.002,NA
"528591","> 5 mismatches | Indels","KIT",0.002,NA
"528745","[1, 5] mismatches","SDHB",0.002,NA
"528920","[1, 5] mismatches","RECQL4",0.002,NA
"528922","[1, 5] mismatches","RECQL4",0.002,NA
"528925","[1, 5] mismatches","RECQL4",0.002,NA
"528964","[1, 5] mismatches","RECQL4",0.002,NA
"528970","[1, 5] mismatches","RECQL4",0.002,NA
"528977","[1, 5] mismatches","RECQL4",0.002,NA
"528979","[1, 5] mismatches","RECQL4",0.002,NA
"529017","[1, 5] mismatches","RECQL4",0.002,NA
"529019","> 5 mismatches | Indels","RECQL4",0.002,NA
"529021","[1, 5] mismatches","RECQL4",0.002,NA
"529827","> 5 mismatches | Indels","FH",0.002,NA
"530001","[1, 5] mismatches","FLCN",0.002,NA
"530032","[1, 5] mismatches","BARD1",0.002,NA
"530165","[1, 5] mismatches","BARD1",0.002,NA
"530315","[1, 5] mismatches","BRIP1",0.002,NA
"531306","[1, 5] mismatches","BRCA2",0.002,NA
"531444","[1, 5] mismatches","BRCA1",0.002,NA
"532471","[1, 5] mismatches","CDH1",0.002,NA
"532665","[1, 5] mismatches","RUNX1",0.002,NA
"533150","[1, 5] mismatches","AXIN2",0.002,NA
"533167","[1, 5] mismatches","AXIN2",0.002,NA
"533181","[1, 5] mismatches","AXIN2",0.002,NA
"533183","[1, 5] mismatches","AXIN2",0.002,NA
"533211","[1, 5] mismatches","AXIN2",0.002,NA
"533213","[1, 5] mismatches","AXIN2",0.002,NA
"533219","[1, 5] mismatches","AXIN2",0.002,NA
"533240","[1, 5] mismatches","AXIN2",0.002,NA
"537420","[1, 5] mismatches","APC",0.002,NA
"537518","> 5 mismatches | Indels","APC",0.002,NA
"537564","[1, 5] mismatches","APC",0.002,NA
"538272","[1, 5] mismatches","ALK",0.002,NA
"538273","[1, 5] mismatches","ALK",0.002,NA
"539676","[1, 5] mismatches","SDHA",0.002,NA
"540650","[1, 5] mismatches","POLE",0.002,NA
"540745","[1, 5] mismatches","POLE",0.002,NA
"540778","[1, 5] mismatches","POLE",0.002,NA
"543745","[1, 5] mismatches","RET",0.002,NA
"543747","[1, 5] mismatches","RET",0.002,NA
"54503","[1, 5] mismatches","BRCA1",0.002,NA
"54507","[1, 5] mismatches","BRCA1",0.002,NA
"54512","[1, 5] mismatches","BRCA1",0.002,NA
"545490","> 5 mismatches | Indels","STK11",0.002,NA
"54592","[1, 5] mismatches","BRCA1",0.002,NA
"54594","[1, 5] mismatches","BRCA1",0.002,NA
"546089","[1, 5] mismatches","NOTCH3",0.002,NA
"54610","[1, 5] mismatches","BRCA1",0.002,NA
"54624","[1, 5] mismatches","BRCA1",0.002,NA
"546282","[1, 5] mismatches","RTEL1",0.002,NA
"546533","> 5 mismatches | Indels","NOTCH1",0.002,NA
"54673","[1, 5] mismatches","BRCA1",0.002,NA
"547565","[1, 5] mismatches","NF1",0.002,NA
"54773","[1, 5] mismatches","BRCA1",0.002,NA
"54802","[1, 5] mismatches","BRCA1",0.002,NA
"54906","[1, 5] mismatches","BRCA1",0.002,NA
"54911","[1, 5] mismatches","BRCA1",0.002,NA
"54913","[1, 5] mismatches","BRCA1",0.002,NA
"54917","[1, 5] mismatches","BRCA1",0.002,NA
"54929","[1, 5] mismatches","BRCA1",0.002,NA
"54930","[1, 5] mismatches","BRCA1",0.002,NA
"54948","[1, 5] mismatches","BRCA1",0.002,NA
"54971","> 5 mismatches | Indels","BRCA1",0.002,NA
"549754","[1, 5] mismatches","LZTR1",0.002,NA
"55067","> 5 mismatches | Indels","BRCA1",0.002,NA
"551327","> 5 mismatches | Indels","BLM",0.002,NA
"551354","[1, 5] mismatches","FANCA",0.002,NA
"55146","[1, 5] mismatches","BRCA1",0.002,NA
"55155","[1, 5] mismatches","BRCA1",0.002,NA
"55162","[1, 5] mismatches","BRCA1",0.002,NA
"55213","[1, 5] mismatches","BRCA1",0.002,NA
"55218","[1, 5] mismatches","BRCA1",0.002,NA
"552283","[1, 5] mismatches","FANCA",0.002,NA
"552483","[1, 5] mismatches","FANCA",0.002,NA
"55262","[1, 5] mismatches","BRCA1",0.002,NA
"55281","[1, 5] mismatches","BRCA1",0.002,NA
"55311","[1, 5] mismatches","BRCA1",0.002,NA
"55348","[1, 5] mismatches","BRCA1",0.002,NA
"55350","[1, 5] mismatches","BRCA1",0.002,NA
"55365","[1, 5] mismatches","BRCA1",0.002,NA
"553724","[1, 5] mismatches","RTEL1",0.002,NA
"55377","[1, 5] mismatches","BRCA1",0.002,NA
"55379","[1, 5] mismatches","BRCA1",0.002,NA
"55407","[1, 5] mismatches","BRCA1",0.002,NA
"55410","[1, 5] mismatches","BRCA1",0.002,NA
"55412","[1, 5] mismatches","BRCA1",0.002,NA
"556315","[1, 5] mismatches","ATM",0.002,NA
"55636","> 5 mismatches | Indels","BRCA1",0.002,NA
"560625","[1, 5] mismatches","RET",0.002,NA
"561097","[1, 5] mismatches","RECQL4",0.002,NA
"561693","> 5 mismatches | Indels","BRAF",0.002,NA
"561729","[1, 5] mismatches","RAF1",0.002,NA
"56406","> 5 mismatches | Indels","RECQL4",0.002,NA
"565309","[1, 5] mismatches","ATM",0.002,NA
"565467","[1, 5] mismatches","NF2",0.002,NA
"565593","[1, 5] mismatches","FLCN",0.002,NA
"566200","[1, 5] mismatches","RET",0.002,NA
"566620","[1, 5] mismatches","POLE",0.002,NA
"566694","[1, 5] mismatches","AXIN2",0.002,NA
"566891","[1, 5] mismatches","ATM",0.002,NA
"566948","[1, 5] mismatches","APC",0.002,NA
"567975","[1, 5] mismatches","TGFBR2",0.002,NA
"568414","[1, 5] mismatches","PDGFRA",0.002,NA
"568519","[1, 5] mismatches","PDGFRA",0.002,NA
"568629","[1, 5] mismatches","TSC1",0.002,NA
"568994","[1, 5] mismatches","BRIP1",0.002,NA
"569178","[1, 5] mismatches","BLM",0.002,NA
"569188","[1, 5] mismatches","NF1",0.002,NA
"569256","[1, 5] mismatches","ALK",0.002,NA
"569258","[1, 5] mismatches","DNMT3B",0.002,NA
"569326","[1, 5] mismatches","IL7R",0.002,NA
"569423","> 5 mismatches | Indels","ATM",0.002,NA
"569870","[1, 5] mismatches","RET",0.002,NA
"569970","[1, 5] mismatches","AXIN2",0.002,NA
"570340","[1, 5] mismatches","ATRX",0.002,NA
"570463","[1, 5] mismatches","POLD1",0.002,NA
"570576","[1, 5] mismatches","ALK",0.002,NA
"570967","[1, 5] mismatches","ATM",0.002,NA
"571542","[1, 5] mismatches","MAP2K2",0.002,NA
"571736","[1, 5] mismatches","BLM",0.002,NA
"571823","[1, 5] mismatches","AXIN2",0.002,NA
"571929","[1, 5] mismatches","KIT",0.002,NA
"572110","> 5 mismatches | Indels","RB1",0.002,NA
"572418","[1, 5] mismatches","AXIN2",0.002,NA
"573025","[1, 5] mismatches","RECQL4",0.002,NA
"573508","[1, 5] mismatches","CD79B",0.002,NA
"573575","> 5 mismatches | Indels","RB1",0.002,NA
"573636","[1, 5] mismatches","PTCH1",0.002,NA
"574000","[1, 5] mismatches","CEBPA",0.002,NA
"574507","[1, 5] mismatches","SDHB",0.002,NA
"574925","> 5 mismatches | Indels","RB1",0.002,NA
"574955","[1, 5] mismatches","RB1",0.002,NA
"575338","> 5 mismatches | Indels","STAT5B",0.002,NA
"575364","> 5 mismatches | Indels","RB1",0.002,NA
"575417","> 5 mismatches | Indels","APC",0.002,NA
"575784","[1, 5] mismatches","PIK3CD",0.002,NA
"575890","[1, 5] mismatches","ALK",0.002,NA
"576321","[1, 5] mismatches","BRCA2",0.002,NA
"576571","[1, 5] mismatches","APC",0.002,NA
"576577","[1, 5] mismatches","FANCA",0.002,NA
"576974","[1, 5] mismatches","POLE",0.002,NA
"577055","[1, 5] mismatches","RECQL4",0.002,NA
"577136","[1, 5] mismatches","PTCH1",0.002,NA
"577956","[1, 5] mismatches","AXIN2",0.002,NA
"577975","[1, 5] mismatches","ATM",0.002,NA
"578382","> 5 mismatches | Indels","ATM",0.002,NA
"579025","[1, 5] mismatches","ALK",0.002,NA
"579149","[1, 5] mismatches","RECQL4",0.002,NA
"579376","[1, 5] mismatches","TP53",0.002,NA
"579434","[1, 5] mismatches","RECQL4",0.002,NA
"579871","> 5 mismatches | Indels","PLCG2",0.002,NA
"579914","[1, 5] mismatches","RB1",0.002,NA
"580428","> 5 mismatches | Indels","POT1",0.002,NA
"581396","[1, 5] mismatches","APC",0.002,NA
"581493","[1, 5] mismatches","APC",0.002,NA
"581550","[1, 5] mismatches","RTEL1",0.002,NA
"581560","> 5 mismatches | Indels","RASA1",0.002,NA
"582019","> 5 mismatches | Indels","NF1",0.002,NA
"582116","> 5 mismatches | Indels","SMARCB1",0.002,NA
"582597","[1, 5] mismatches","RET",0.002,NA
"582662","[1, 5] mismatches","POLE",0.002,NA
"582775","[1, 5] mismatches","SDHA",0.002,NA
"583081","[1, 5] mismatches","FLCN",0.002,NA
"583271","[1, 5] mismatches","APC",0.002,NA
"583381","[1, 5] mismatches","TSC2",0.002,NA
"584745","> 5 mismatches | Indels","RET",0.002,NA
"584747","[1, 5] mismatches","RET",0.002,NA
"584821","> 5 mismatches | Indels","RECQL",0.002,NA
"584890","[1, 5] mismatches","BLM",0.002,NA
"585113","[1, 5] mismatches","NOTCH1",0.002,NA
"588954","[1, 5] mismatches","FOXP1",0.002,NA
"589781","[1, 5] mismatches","ANKRD11",0.002,NA
"591477","[1, 5] mismatches","NOTCH3",0.002,NA
"591503","[1, 5] mismatches","SMAD3",0.002,NA
"595584","[1, 5] mismatches","NOTCH2",0.002,NA
"596345","[1, 5] mismatches","NOTCH2",0.002,NA
"598142","[1, 5] mismatches","HNF1A",0.002,NA
"599630","> 5 mismatches | Indels","RET",0.002,NA
"6065","[1, 5] mismatches","RECQL4",0.002,NA
"60662","[1, 5] mismatches","GNA11",0.002,NA
"6077","[1, 5] mismatches","RECQL4",0.002,NA
"618252","[1, 5] mismatches","NF1",0.002,NA
"618829","[1, 5] mismatches","PLCG2",0.002,NA
"618831","[1, 5] mismatches","PLCG2",0.002,NA
"619566","[1, 5] mismatches","MSH2",0.002,NA
"619569","[1, 5] mismatches","MSH2",0.002,NA
"619648","[1, 5] mismatches","BRCA2",0.002,NA
"619662","[1, 5] mismatches","BRIP1",0.002,NA
"619714","[1, 5] mismatches","POLD1",0.002,NA
"619809","[1, 5] mismatches","BRCA2",0.002,NA
"623912","[1, 5] mismatches","FANCA",0.002,NA
"624343","> 5 mismatches | Indels","RAD21",0.002,NA
"624613","[1, 5] mismatches","IL7R",0.002,NA
"625247","[1, 5] mismatches","VHL",0.002,NA
"627752","[1, 5] mismatches","BRCA2",0.002,NA
"627852","> 5 mismatches | Indels","ATM",0.002,NA
"627910","[1, 5] mismatches","BRCA1",0.002,NA
"627985","> 5 mismatches | Indels","PMS2",0.002,NA
"628215","[1, 5] mismatches","BARD1",0.002,NA
"628273","[1, 5] mismatches","BARD1",0.002,NA
"628488","[1, 5] mismatches","BMPR1A",0.002,NA
"629094","> 5 mismatches | Indels","CDH1",0.002,NA
"629611","> 5 mismatches | Indels","ATM",0.002,NA
"629791","[1, 5] mismatches","TP53",0.002,NA
"630031","[1, 5] mismatches","TP53",0.002,NA
"630188","[1, 5] mismatches","BRCA1",0.002,NA
"630466","[1, 5] mismatches","BRCA1",0.002,NA
"630778","[1, 5] mismatches","APC",0.002,NA
"630899","[1, 5] mismatches","APC",0.002,NA
"630922","[1, 5] mismatches","APC",0.002,NA
"631168","[1, 5] mismatches","BRCA2",0.002,NA
"631249","[1, 5] mismatches","BRCA1",0.002,NA
"631407","[1, 5] mismatches","BRCA1",0.002,NA
"631572","[1, 5] mismatches","DDR2",0.002,NA
"633004","[1, 5] mismatches","SOS1",0.002,NA
"633437","> 5 mismatches | Indels","STK11",0.002,NA
"634732","[1, 5] mismatches","BARD1",0.002,NA
"634764","[1, 5] mismatches","TP53",0.002,NA
"635380","> 5 mismatches | Indels","SMARCB1",0.002,NA
"636970","[1, 5] mismatches","PLCG2",0.002,NA
"638943","[1, 5] mismatches","POLE",0.002,NA
"639029","[1, 5] mismatches","RB1",0.002,NA
"639817","[1, 5] mismatches","RECQL4",0.002,NA
"639969","[1, 5] mismatches","ALK",0.002,NA
"640033","[1, 5] mismatches","AKT1",0.002,NA
"640269","[1, 5] mismatches","RECQL4",0.002,NA
"640554","[1, 5] mismatches","RECQL4",0.002,NA
"640846","> 5 mismatches | Indels","ATM",0.002,NA
"641150","[1, 5] mismatches","RUNX1",0.002,NA
"641175","[1, 5] mismatches","AXIN2",0.002,NA
"641179","[1, 5] mismatches","ALK",0.002,NA
"642105","> 5 mismatches | Indels","IFNGR1",0.002,NA
"642503","[1, 5] mismatches","ERCC4",0.002,NA
"642954","[1, 5] mismatches","BRCA1",0.002,NA
"643023","[1, 5] mismatches","MEN1",0.002,NA
"643078","[1, 5] mismatches","TP53",0.002,NA
"643310","[1, 5] mismatches","DNMT3B",0.002,NA
"643527","[1, 5] mismatches","DNMT3B",0.002,NA
"643576","> 5 mismatches | Indels","TP53",0.002,NA
"643742","[1, 5] mismatches","NF2",0.002,NA
"643759","[1, 5] mismatches","CARD11",0.002,NA
"644654","[1, 5] mismatches","AXIN2",0.002,NA
